,Review,Polarity,Subjectivity
780,"I suppose that part of my problem with the ""prequel trilogy"" is the fact that I _know_ what's coming.  I know that everything is going down the tubes, that the republic is doomed, and that several characters I would really like to see come out 'right', are going to go horribly 'wrong'.",-0.03396825396825398,0.3849206349206349
1241,"There have been many bad sequels out there, Scrotum Menace and Attack of the Clowns ranks among the worst. Roll over in your graves Rocky 4 & 5, Charlies Angels Full Throttle, Jaws the Revenge, Police Acadamies, and make room for these clunkers.",-0.21249999999999994,0.6791666666666667
555,"It's better than Episode I but this doesn't mean much. The plot have some substance, it is interesting and add something to the saga, but is bad executed. Whiny Anakin is just too much, i'm not sure if this is Hayden's fault or George Lucas bad writing, the character ended up being unlikable with all that stupid dialogue, this movie could have been better if those corny romance scenes had been toned down. It also has cool fight scenes, Obi Wan is the best character of this movie, Yoda fighting is stupid but it's kinda entertaining once you don't take it seriously. Anyway, is a ok movie to watch in a weekend.",-7.716049382716022e-05,0.5591820987654321
1049,"I most say that my loyalty has been tested since watching Episode 1: The Phantom Menace and being pretty disappointed about the characters(especially Jar Jar Binks, and the little Anakin just looked strange in a starfighter).",-0.0475,0.58
3357,"I just saw the movie at a pre-screening in Iceland... well, I can only say that George Lucas has totally redeemed himself in my eyes. Although the movie takes a bit of a slow start, it is really captivating and delivers in a fulfilling and clever manner. The only problem I encountered is a scene in the middle of the movie whose only point seems to be to prepare for the video game... Otherwise The Movie Rocked! Go! Go! Go!",-0.06776620370370372,0.7092592592592593
2220,"Is how I would describe Natilie Porman's acting.  No offence to the ""talented"" young actress, but I could not believe I was watching.  Its like they had a specific spot off in the distance somewhere and told her to stare at in and deliver her lines with as little personality as possible.  How is Padme?  Unless in episode 3, it is discoverd that she is a robot or a clone. This is just one exmple I picked of how aweful this movie is.  Is is emotionaless, dull, unoriginal, painful.   Natialie Portmans acting is a microcosm for what the movie stands for.   Something that just stands there and hope to god that their costume is enough to make the scene exiting.",-0.05265151515151516,0.4477272727272727
739,After watching Attack of the Clones a few times - I just find it so frustrating to watch when drawing comparisons to the original trilogy.,-0.07500000000000002,0.5833333333333334
1276,"Anakin flirt is bad,the jedi why they talk too much? They havent jobs to do like fights? And the cgi is bad",-0.24999999999999992,0.43333333333333335
1133,(Taken from previous comments I made under a different name!),-0.08333333333333333,0.3833333333333333
3329,"Dialogue was weak, unintriguing and lacked wit.  Story was slow and the love story was hokey.  Flat performances from Actors that have done well in other films. Casting seems to be an issue. Weak Characters can't bring any life to the film. Just a disappointing film all around. There is noticeable drop off between episodes 4, 5,6 and episodes 1 and 2",-0.18571428571428572,0.4928571428571429
870,"If you're 10 or under, I can cautiously recommend this film, but if you're over 14, forget it.  This is the most juvenile attempt at action/science-fiction I've ever seen.  Simply put, it is a pathetic excuse for a movie.  It is clear that their special effects consumed the entire budget for the film, and they had no money left over to pay for actors or a script.",-0.0380952380952381,0.41521164021164014
11,"If you listen to some fans of the original Star Wars trilogy, the new one is crap. This is, I've found out, true only with the Phantom Menace, which was very poorly directed and edited piece of film.",-0.07643939393939396,0.7390909090909091
1648,"I viewed this film with a critical eye, I tried to be objective, but I couldn't for the life of me understand the criticism this film has received. I tried to hate Hayden Christiansen's performance, I tried to hate the bad dialogue, I even tried to hate that space water horse Jar Jar Binks but I couldn't. Aside from a few laughable moments I was completely satisfied with every aspect of Attack of the Clones.",-0.36666666666666664,0.7074074074074074
2881,How can such a poor film receive so many ratings of 10?  It's sad that the many fans of the Star Wars films are rushing brainlessly forward like lemmings to give this film a 10 when it is so obviously not worthy.,-0.011111111111111113,0.6833333333333332
1534,"I feared the day I'd go to see this movie. I'd heard all the talk about the romantic chapter in the Star Wars-saga, and I remembered with horror the disappointment I felt after seeing the previous installment (Phantom Menace).",-0.25555555555555554,0.35555555555555557
968,"Attack of the Clones is a joke, in every respect.  From a film standpoint, it is pathetic.  The cinematography and editing are poor, and the acting is no better.  From a story standpoint, it is muddled at best, and excruciatingly scattered at worst.  As opposed to focusing on the interaction between a few main characters in the film, Attack of the Clones instead blazes through a large number of meaningless character interaction.  The only sustained interaction is between Padme and Anakin Skywalker, and even this is campy, uninteresting, and aggravating.  Characters do and say things for no apparant reason.",-0.1724206349206349,0.5468253968253968
141,"I once wrote a beyond scathing review of this film that compared George Lucuas to a dictator we shall leave nameless, and went on to describe his blasphemous decision regarding the release of only the Special Edition DVD's as a rape of classic film.",-0.11523809523809525,0.7276190476190476
3796,"CGI awful.
Acting awful.
Dialogue awful.
Story awful.
Interesting characters being pushed aside to force a romance and comments on why sand is bad.
Memes 10/10 perfect film would recommend",-0.4,0.7708333333333334
299,"All too often, the middle installment of any trilogy gets a bad rap. Part One usually lays the foundation, while Part Three delivers the goods, leaving Part Two to just ""continue the story"". Luckily, ""Star Wars Episode II: Attack of the Clones"" manages to turn in an effort worthy of the Star Wars moniker.",-0.05666666666666663,0.55
505,This is the only Star Wars movie that I hate.  The love story between Padme (Portman) & Anakin (Christensen) was not well played.,-0.10000000000000002,0.8333333333333334
2300,"compared to the first one this is a lot better but this movie still stinks.. bad acting, boring plot, not very special effects.  I'm sure you will still see it but its not worth your time.  talk to you later dude.",-0.1337362637362637,0.44284493284493276
3187,It's totally unbelievable that this Anakin-kid becomes the most evil person in the galaxy. Obi Wan should have slapped this weenie a few times in the face and Darth Vader would have never existed. Save yourself some cash and watch the original trilogy at home.,-0.12916666666666665,0.5833333333333334
359,"Easily the worst in the SW franchise. No real character development, for anyone, and all characters are one-dimensional and dull. Even the passion from Ewan McGregor and Ian McDiarmid fails to come through on screen - largely due to a poor script. CGI was unnecessarily forced, and it holds up the least of all the films by today's standards. Anakin's romance didn't hold me, and the film was oversaturated with lightsabers everywhere. In the originals, (and sequels), lightsabers were treats for the audience. Here, the tradition was broken hardest, in having the sheer volume of them on-screen at once.
The film also lacks any stand out moment, that all the other films have: Maul and pod racing from TPM; the transformation scene in ROTS; the trench run in ANH; Vader's reveal in ESB; the duel in ROTJ; Han's death in TFA; and Luke's death in TLJ. 
The only redeeming factor, is that it gave us some quality memes.",-0.18630952380952379,0.5380952380952382
3366,With the myriad of terrible things you could point out from this movie the thing that stands out the most for me is the terrible character development of Anakin Skywalker. I don't know if it is a result of bad acting or bad direction but Anakin never seems to be truly good nor a friend of Obi-Wan's. I found this a little disturbing because in the OTC Obi-wan points out that Anakin was a good man and friend. For me I think what would have remotely helped this film would be to show Anakin as good person with a bad temper. I think a lot of us know people like that. People who are in essence good but have conflicting emotions and inner battles that causes them to do impulsive things. Anakin in this movie does a lot of impulsive things but without any trace of good character. Overall he just appears as the wannabe bad boy of a boy band.,-0.0881944444444444,0.5462962962962963
2617,I'm so sorry.,-0.5,1.0
