,Review,Polarity,Subjectivity
5222,"I usually don't take the time to write reviews. I just give the star rating and move on. However, this movie deserves the thanks for tying years of enjoyment up in one movie! I told my kids that over the years I have seen a ton of ""final"" episodes that left me wishing I had never started the series in the first place.",0.05,0.35666666666666663
5192,"The action, fan service, and visuals were astounding. But the movie, especially the first act felt pretty rushed. Great climax. Not terrible, but could've definitely been better. Those who rate 1 or 10 I honestly think are being over the top. Just watch for yourself.",0.3727272727272727,0.6893939393939394
1889,"I thought this film was very good. It answered all the questions set up in The Force Awakens, the acting was good, there was a lot references to the past films, the music was brilliant, Palpatine was menacing, the main characters had good chemistry, Rey and Kylo Renn's story has a good conclusion, there's were a few twists, the lightsaber fights weren't over the top like Episode 3 and it looked brilliant.",0.33555555555555555,0.5636111111111112
4050,"I give 5 stars because of the very good actors and the outstanding visual effects.
Otherwise there has been said enough by others, what this movie and the whole trilogy lacks.
Very sad to see that an old experienced story manufactory like Disney didn't make it, because they were mainly (or only) looking for quick and secure profit.
Shame on you Bob Iger and Kathleen Kennedy! You nearly ruined that fantastic galaxy. I would witch you with eternal damnation, if not Mando would appease and enjoy me that much!",0.25622222222222224,0.5836666666666666
6342,"Star Wars: Rise of Skywalker was one of the best movies I've seen in a very long time, I'm a long time Star Wars fan and I can tell you that these so called ""critics"" are a bunch of Hacks!!! Don't waste your breath on any of the negative reviews these clowns release, Real Star Wars fans can tell you this movie was absolutely awesome!!! Ignore the negative and focus on the positive.- Signed A Real Star Wars Fan",0.16646164772727273,0.4165454545454545
4818,"It was watchable and sometimes enjoyable.
Decent way to wrap up the trilogy and the entire catalog.
You clowns wouldn't have been happy with any movie they put out.",0.3666666666666667,0.7229166666666667
365,"First Hit: In the end, it was satisfying and that's all that mattered.",0.375,0.6666666666666666
3708,"Disregard this lifeless trilogy and just watch The Mandalorian until LA finally decides to wake the f up (Samurai) and cast Keanu Reeves as Darth Revan. Bring the coveted Legends content that we all crave into canon and fulfil the dreams of many true Star Wars fans. One day, my fellow Expanded Universe brothers and sisters. One day.",0.2833333333333333,0.7166666666666667
2347,"Don't let the overall score put you off going to see this movie. Over 7000 people rated this a 1. None of them should be rating movies. A 1 is a movie you walk out of in disgust. This is far from that. It's actually a great ""ending"" to over 40 years of entertainment.
It's fast paced, and crosses many planets at full speed. But it needs to. This is the final(ish) story of an inter-galactic war that's been raging for centuries. It's epic in scale and it portrays that well. As always the special effects are amazing.
There are a lot of new characters introduced, some that I hope to see in future movies. There was the odd laugh, some very poignant moments, and some solid fan service. Go and see it.",0.2184559884559885,0.4633982683982684
5048,"I know it's not saying too much when I say it's an improvement from The Last Jedi. But poor JJ had a lot on his plate to fix. I think he did a great job explaining why Snoke wasn't an important character after all, I think he used Palpatine perfectly. Didn't overuse him. Didn't underuse him. It was interesting to see all these new force powers in the movie. I love how they utilized the force echo, which was used in The Fallen Order. I did have an issue with the final 15 minutes of the movie but the first 2 hours, it was epic, fun, no pointless missions like in The Last Jedi. The Force Awakens remains to be the best movie of the sequel trilogy however. 9 stars out of 10. 7 for the movie itself, 2 for giving credit to JJ for fixing what Rian Johnson broke.",0.30696022727272726,0.49820075757575755
1315,"The effects are amazing. The music is of course there and on point. The acting is good. The only problem....the plot. No need to go into depth; a thousand of other reviews have. There are so many plot holes, the movie doesn't make sense in the series and that's a shame. What a sad end for Luke, Leia, and Han. They deserved better.",0.209375,0.609375
3627,I'm just a fan of anything Star Wars. Was this the best movie out of all of them? Not by a long shot. My favorite is still Empire Strikes Back. All of those 1 star reviews are nonsense! I'm sad to see this story line end. I think the world is a better place with Star Wars in it.,0.24166666666666667,0.5333333333333333
2346,"This movie is a hot incoherent mess. Honestly, it felt like somebody loaded a shotgun full of Lightsabers, Star Destroyers, X-Wings and TIE Fighters and then fired it at my face.",0.16499999999999998,0.5283333333333333
4182,The same old stories glad to see it ends. They 'd start other star wars stories. Not skywalker family that have to play like repeat their parents and the plot try to destroy Destroyer again and again. I think all fans like to see star wars universe like serie or real jedi or sith stories.,0.07916666666666666,0.3333333333333333
8048,Very well written. Action packed. Good cinematography. Great acting. It's one of the best titles in the series. They definitely put a sour spin at the end when they feature a homosexual kiss.,0.33125,0.33125
5856,"Only reason I didn't give this a 10 was because the beginning felt very rushed. Other than that, it just kept giving and giving.",0.025000000000000005,0.5583333333333333
