Review,Polarity,Subjectivity
"And now, the Darth Vader origin story really begins. In fact, ""Star Wars Episode II: Attack of the Clones"" sort of renders its predecessor useless. ""Episode I"" feels like a mostly unnecessary part of the story now that ""Episode II"" gives a better glimpse into the troubled young man Anakin Skywalker – the future Darth Vader – has become. ",-0.08571428571428572,0.475
"Much like its predecessor, Star Wars - Episode II: Attack of the Clones has gained a rather sour reputation on the internet. Fortunately, many of the popular complaints about this film are either highly exaggerated or downright wrong. Chapter two of the Star Wars Saga is an energized and highly enjoyable two hours at the movies.",0.09285714285714285,0.6
"Let me start off by saying that i don't enjoy the love scenes between Anakin and padme, BUT... Anakin is supposed to be awkward socially. So i guess it's realistic?",0.1,0.5000000000000001
"I found most of the film to be boring, the interactions between Pádme and Anakin feel very weird and unconfortable, the cgI looks really bad in this one and the mistery that Obi Wan tries to solve is uninteresting. More than half of the movie is boring because of this problems but they are solved in the third act, which happends to be actually interesting and exciting. Also I actually liked the politics in this movie, you can understand them more easily and they actually have really strong consequences. Still, not the worst Star Wars movie.",-0.05833333333333332,0.5916666666666666
"So many great moments in this one. Epic battles, strong Jedi, two large armies and even a love story. When I finished watching this one tonight I felt like it was one of my favourite Star Wars, but aren't them all?",0.42460317460317465,0.5686507936507936
"This episode of the Star wars saga was criticized by some when it came out for having wooden dialogue and too much digital landscaping to be any good. I wasn't overly impressed with it myself, but having seen all 6 films now, AOTC is actually a very important and well done section of the overall series.",0.36999999999999994,0.43333333333333335
"It seems as though there is no way to dispel negative atmosphere once it has been started. George Lucas's STAR WARS trilogy was well-loved by audiences (even though critics were split) but for some reason (and I can't figure it out), the first entry in the prequels, THE PHANTOM MENACE, earned a HUGE onslaught of critically divided posts just about everywhere in the world, from the press to the internet to fans in real life. While I do agree that the original trilogy is a tough act to follow, I wasn't as grossly let down by this movie as some were.",0.04228395061728396,0.5117283950617284
"I'm going back and watching all six Star Wars films so I can go see ""The Force Awakens"", and last night I watched ""Episode II: Attack of the Clones"".",0.0,0.03333333333333333
"I do agree that this is the weakest of the six Star Wars movies, but it wasn't by all means a terrible movie. I will admit the dialogue is weak and gets nowhere at times, the plot isn't as well thought out and felt convoluted at best, Haydn Christensen does give a truly abysmal performance as Anakin and although the presence of Jar Jar Binks was toned down here his presence anywhere seemed jarring. Still despite the major flaws, it is a marvel to look at with stunning sets and impeccable CGI. The battle sequences are well choreographed, the pace is somewhat brisker than in Phantom Menace and the performances with the exception of Christensen are very good.",0.21149305555555553,0.6554861111111111
"I happen to be one of the folks who really has enjoyed these films in the prequel trilogy.  I also can see why people would not like the films and I don't deny people the right to their opinion.  What has been bothering me has been some of the reasons people are giving for hating these new films... they are childish, they have too many special-effects, the acting is bad, the writing is bad, Lucas has sold out and has lost his touch... it makes me wonder if people are actually remembering the original trilogy correctly. Don't get me wrong, I love the original trilogy, but they weren't exactly well-acted or well-written movies.  We didn't love them because they were these great Shakespearian works of art; we loved them because we were little kids totally enraptured by this exciting fantastical world.  It seems that those same kids that loved the films 20 years ago have grown up into stuffy old yuppies that have no idea how to have fun anymore.  Our generation has grown up and it seems that we wanted Star Wars to grow up with us, to morph into some new R-rated grown up version to satisfy our more mature needs. Well, we didn't like the original trilogy because it was all grown up and serious.  We liked it because it was silly and fun and awesome to look at. I am personally glad that George Lucas did not make the prequels into a new grown up version.  I like the adventure and excitement and I challenge the one major complaint that says that they do not live up to the originals. Let's look at what people have complained about when comparing these to the original trilogy.",0.16629975715341572,0.5451061133987962
"*WARNING MAY CONTAIN SPOILERS* If you remember, I was one of the few who did not hate The Phantom Menace, in fact, I gave it a positive rating. If you'd like to get a different opinion on the prequels, please be sure and check that review out as well, but now, let's talk about The Attack of The Clones. This movie has a few rough spots, Hayden Christensen and Natalie Portman don't have very good chemistry together, despite both of them giving decent performances in the rest of the movie. No, Hayden Christensen isn't that bad, he's a bit wooden, but I think he plays a believable confused young man who has been isolated all his life. In fact, I think that most of the hate surrounding Christensen is less about how he plays his role, and more about what role he's playing. People don't want Vader to be a bitter and over- reacting teenager, but in the scenes where Christensen is able to show who he'll become, he's great. Besides, this is all about how Anakin becomes Vader, he can't start out as Vader in Episode II. The movie also gets heat for other stuff, too boring, too much CGI, etc. The CGI effects look great, it makes it look like a more advanced culture, by having surroundings that we can't yet physically create. Now, maybe a few practical effects wouldn't have been amiss, but I think the use of CGI is a relatively minor complaint, and one that doesn't really effect the over-all quality of the film. The plot may be slow at times, but don't forget, we have lots of action in here as well. A full scale battle at the end, a high speed chase through Courscant, a duel between Obi-Wan and Jango Fett, etc. Yes there are slow stretches, but there are also plenty of scenes that are really fun. I know Yoda fighting with a light-saber, you know, a Jedi's weapon, is supposed to be just like heresy or something, but I can't take that complaint seriously. How else would Yoda have fought? With a stick? It's not like he doesn't use the force or anything! But enough with the negatives, let's talk about why this movie is genuinely good. Ewan McGregor as Obi-Wan is great! He brings the right level of sophistication and intelligence to the character, while still managing to seem like a less experienced version of the character in A New Hope. Jango Fett is a really good villain, he brings in great action and is just over all a really cool character. I already said I like Hayden Christensen, who I think accurately displays youth, and provides a relate-able character for everyone who's ever been a teenager ever. The action is top-notch as well. The speeder chase on Courscant is a great start to the movie; humor, good effects, and very fast-paced. The finale is very well done also, and it's a blast to see the first full scale battle in a Star Wars movie (the gungans don't count). The story, thought admittedly a bit muddled, is interesting enough (let's be honest, Star Wars isn't story based, it is driven by characters and action). I understand very few will agree with this review, but I wanted to give my own opinion on the Star Wars movies, so, I started reviewing them. I'll try to have my Revenge of the Sith review up soon!",0.1947123835760199,0.48511303511303505
"If you listen to some fans of the original Star Wars trilogy, the new one is crap. This is, I've found out, true only with the Phantom Menace, which was very poorly directed and edited piece of film.",-0.07643939393939396,0.7390909090909091
"Ten years after the invasion of Naboo, the Galactic Republic is facing a Separatist movement and the former queen and now Senator Padmé Amidala (Natalie Portman) travels to Coruscant to vote on a project to create an army to help the Jedi to protect the Republic. On the arrival, she escapes from an attempt to kill her and Obi-Wan Kenobi (Ewan McGregor) and his Padawan Anakin Skywalker (Hayden Christensen) are assigned to protect her. They chase the shape-shifter Zam Wessell (Leeanna Walsman) but she is killed by a poisoned dart before revealing the identity of who hired her. The Jedi Council assigns Obi-Wan Kenobi to discover the bounty hunter that has tried to kill Amidala and Anakin to protect her in Naboo. Obi-Wan discovers that the dart is from the planet Karmino and he heads to the remote planet. He finds an army of clones that has been under production for years for the Republic and that the bounty hunter Jango Fett (Temuera Morrison) was the matrix for the clones. Meanwhile Anakin and Amidala fall in love with each other and he has nightmares with his mother. They travel to his planet Tattoine to see his mother and he discovers that she has been abducted by the evil Tusken Raiders. Anakin finds his mother dying and he kills all the Tusken tribe including the women. Obi-Wan follows Jango Fett to the planet Geonosis where he finds who is behind the Separatist movement. He transmit his discoveries to Anakin since he cannot reach the Jedi Council. Who is the leader of the Separatist movement? Will Anakin receive Obi-Wan's message? And the secret love between Anakin and Amidala will succeed?",-0.12250000000000001,0.4175
"First off the movie had some good aspects about it. For one the relationship between Obi-Wan and Anakin was phenomenal. They were emotional and comedic at the same time. The second thing is the action. This movie was very action packed and the choreography in the fights were very good. The conflict was nice as well I just wish they didn't have as many sub-plots. I didn't like how unnecessarily long this movie was, it felt like 3 hours. Some scenes didn't need to be included and I didn't like how they made it seem as if Anakin was obsessed over Padme but other than that their romance was believable and cute. The acting was strong although sometimes it came off as bland. The beginning tried to be serious but ended up looking like a joke. The movie was pretty good overall but could've done better.",0.2249305555555556,0.5136111111111111
"Set against the background of political conflict, Obi Wan investigates the source of an assassination attempt whilst Anakin and watches over Padme.",-0.1,0.125
"The truth is the first time I had watched the movie I wasn't impressed. After rewatches over the years I realised this movie gets so much hate that it didn't deserve. Especially if you compare it to the new movies (episodes 7, 8,9) it is far better in script, character development and battles. Anakin is awesome in this movie and makes you feel totally familiar with yourself the way he acts following your heart instead of cold rules.",0.17830578512396694,0.7079889807162534
"Unfortunately, Attack Of The Clones could've been a great movie if it weren't for bad acting and poor screenplay. Many parts are great, but they are overshadowed by a love story that is cringeworthy and creepy.",0.05555555555555558,0.6518518518518518
"The second episode of the new trilogy of ""Star Wars"" was much better than the first. He is much more gloomy, eventful and full of the sense that soon the customary world will collapse ... Moreover, it can be considered the most romantic film of the saga - speech, of course, about the love line of Anakin Skywalker and Padme Amidala performed by Natalie Portman. It is not only very well developed, but it also takes place mainly in very beautiful, blooming locations, which is generally uncommon for Star Wars. Even sad to realize that it is waiting for a tragic ending ...",0.2241477272727273,0.5804924242424242
Spoilers herein.,0.0,0.0
"The Republic is threatened as Count Dooku (Christopher Lee) agitates for a rebellion. Senator Padmé Amidala (Natalie Portman) arrives at Coruscant to vote on the creation of the Army of the Republic. After an assassination attempt, Anakin Skywalker (Hayden Christensen) is assigned to protect Padmé. They haven't seen each other in 10 years. Obi-Wan Kenobi (Ewan McGregor) traces the attacks to bounty hunter Jango Fett and the hidden water planet Kamino.",-0.14583333333333331,0.35416666666666663
"Say what you will about George Lucas, you have to give the guy credit for setting himself a difficult task in `Star Wars: Attack of the Clones' (and I do mean beyond trying to deliver a film that will meet the almost impossibly high expectations of his millions of fanatical followers).   By choosing to place Anakin Skywalker front and center as the story's main focal point, Lucas does what few others in this business are willing to do  which is to risk making a crowd-pleasing epic without a likable central `hero.'  After all, since this film is a prequel and not a sequel to the original trilogy, we all know that this brooding young man will end up turning into the irredeemably evil Darth Vader.  Of course, Luke Skywalker fulfilled the requirements of conventional hero for the original series and even Han Solo, though he was a bit of a rogue and a scoundrel, always allowed his virtuous side to break through when the chips were down.  Anakin, though, for all his internal struggles in this film, is predestined to go over to the Dark Side (certainly in the next installment).  The pre-knowledge the audience is privy to from our acquaintance with the later chapters gives the film a kind of poignant sadness at times - or at least it would if Lucas had done a better job as both writer and director in bringing it out.  Unfortunately, the dialogue is so poorly written that Anakin comes across as little more than a petulant, peevish, moony-eyed schoolboy most of the time  hardly either the `greatest Jedi knight' we keep being told he has the potential to become nor the future Hitlerian dictator we know he will one day be.   His romantic, puppy-love interludes with Senator (former Queen) Padme Amidala are embarrassing at best.  We have indeed come a long way from the fun love triangle involving Luke, Han and the feisty Princess Leia.",0.05977739063104917,0.48402342237708096
"Episode II of the Star Wars saga, ""Attack of the Clones"" had the misfortune of following the poorly received first instalment. The good news is that it corrected most of the problems that plagued the first movie. While still not in the same league as the original trilogy, it was nevertheless a step in the right direction.",0.21785714285714283,0.4308201058201058
"Right this is my first review, so don't slam down on me to hard! anyway... I've read a lot of comments about petty-problems with this film, but couldn't help thing'what the hell!,' this is a fun movie.",0.044885912698412675,0.37992063492063494
"What was it that set Darth Vader off to join the dark side of the force? This film suggests several possibilities: 1) The killing of his mother by Tusken Raiders caused him to channel John Wayne in 'The Searchers.' 2) Getting passed over during the N' Sync tryouts. 3) Discovering the woman of his dreams, upon closer inspection, is a carbonite mannequin. 4) Excess pressure on the back of his head from the so-'90s rattail he wears. 5) The shock of learning his father was evil guy Cole from ""Bachelor Party.""",-0.2875,0.35
"""Star Wars: Episode I - The Phantom Menace"" was one of the most colossally disappointing films I've ever seen in my life. Now comes the second installment in George Lucas's prequel trilogy to the epic narrative that broke box office records and set standards for generations to come. The second movie detailing the past of Darth Vader, ""Star Wars: Episode II - Attack of the Clones"" is a little bit better, but that's not quite enough to make it a recommendable movie. It's close, but not quite. If it only they had thrown out Jar-Jar Binks (yes, I still cringe every time I think of that bumbling, frog-like freak), patched up some mediocre dialogue, reworked this sappy love story, and captured a better sense of the magic that we require for a Star Wars movie, it would have worked.",0.07589285714285714,0.5321428571428571
"The story is very interesting and well paced. Most of the characters are really well written. The score is beautiful with very good fight scenes. The dialogue isn't the best. The romance was very weird to watch and didn't really work for me. Also, in the middle of the movie its gets a bit boring.",0.26599999999999996,0.563
"I've watched all the star wars movies many times, and only behind episode 3 is this my favorite of the first wave of reboots. this movie is very good and very crucial to the story line. if you dont watch this movie you wouldn't be able to watch alot of the movies and understand them. either way i recommend watching this movie greatly",0.33999999999999997,0.7431481481481481
"Although I'm not a Star Wars fanatic (I certainly don't read the books or anything), I love the old Star Wars movies.  In fact, when I was littler, The Empire Strikes Back was my favorite film.  Now that I'm older, I respect them for what they are: incredibly creative, exciting and touching films. I have yet to see Episode 1. My friend recommended Episode 2 to me, telling me that it was better than its predecessor, but warning me ""don't see it if you expect anything more than a Star Wars movie."" Maybe I just have a nostalgic love for the first trilogy, but I would never think that they were anywhere near as poor, in any way, as this new garbage. I can't think of a high budget movie that I've seen that has such bad directing, bad acting, bad casting, bad special effects (or lack thereof), bad music, bad dialogue and bad plot, as ATTACK OF THE CLONES (bad title too).  The reviewers on this site giving this movie positive reviews must all be brainwashed. Maybe they're all just excited that it's better than Episode One, which I can only assume must be the worst movie ever made, considering this one definitely belongs in the bottom 100.",-0.039257455507455456,0.5953571428571428
"Attach of the clones is a very underrated Star Wars movie yes it's not perfect but is it as bad as lots of people say it is no its not. There is a lot of problems with this movie but there is some good things to. There is some great performances in this movie by most of the cast like Ewan mcgregor who gives the best performance in this movie. The villain count doku is great but there is also problems with him. The lightsaber fights are well shot and well made. The music is also great once again by John Williams. But theIr is a lot problems with attack of the clones. The story is all over the place and there is not really a set story with this movie. The villain count doku is a very great villain but the problem with him is he's barley in the movie he doesn't show up until an hour into the film and when he does show up there really isn't no threat of danger or anything by him until he captures Obi wan. The dialog in this movie is very sloppy and just bad from the infamous lines about sand and how anakin hates sand. Let's talk about Handen Christensen as Anakin he's awful as Anakin and he gives terrible performance. The love relationship between Anakin and Padme is also terrible you don't by into these 2 being in love at all because they are not supposed to be together and Padme is so on and off about her feelings for Anakin it's just bad. Overall, attack of the clones is not amazing Star Wars it's mediocre but it's not as bad as everyone says it is. Yes the pros are there but they can't save this movie.",-0.06698717948717947,0.6621794871794873
"Well, Obi-wan Jedi mindtricks a drug dealer into reforming, we find out Bobba Fett's father is the prototype for the Imperial Clones, Jar Jar Binks destroys democracy and Anakin and Padme get it on in this good, but somewhat ham fisted, second Star Wars film.",0.35,0.30000000000000004
"From the original trilogy to Episode 1: The Phantom Menace this film series has become a roller-coaster of quality. The original trilogy is among my all-time favorites while ""The Phantom Menace"" is one of the greatest disappointments i have ever had when it comes to movies.",0.5833333333333334,0.8333333333333334
Introduction:,0.0,0.0
"I really want to know way some think we have to ""face facts"" that is is a horrid movie. In the cinema world there is NO SUCH THING as ""FACT"", either on the screen or on a critic's page. It's OPINION, no matter who's giving it. I knew what to expect, mediocre dialogue, whacky characters, ""bad feelings"", but also GREAT visuals, great mythology, and SUPERB action, so I just accept that this is to serve the purpose of ""escapism"". In the drama department, I felt it was the best of the series. The romance was forced, but that's minor enough for me that I can accept it as not being entertained, but rather being informed. Don't like it? Go ahead, but I'm sick and tired of others who push to dictate others to have to agree with them about a movie's quality.",0.08826530612244901,0.5517006802721088
"As a Star Wars fan, I've often wondered why the latest two Star Wars films have taken quite a beating, and I think part of the reason is this: thanks to the fact that we saw Episodes IV thru VI first, we already know how the story ends, and so much of the suspense is lost, leaving fans with much more energy to expend on their complaints. I mean, let's be honest, the acting and dialog in the Star Wars series has always been more a matter of competence than brilliance, it was the wonderful imagination and groundbreaking visual effects that made them great.",0.35312499999999997,0.49756944444444445
This films is miles above the sequel messes from Kathleen Kennedy and Rian Johnson. And this is much more entertaining that Return Of The Jedi.,0.3333333333333333,0.4333333333333333
"This is a story about a place most people might not be able to conceive. This film has a feel; you can sense it and I was getting a little shaky halfway through. It's fun watching it. In its category it is amongst the best. I was impressed. It's an amazing work and everything I had hoped for. From an artistic standpoint, there were some plot elements and character developments I didn't think were totally needed. There are slow spots, but to me the movie is too good to dismiss based on them. Some great costumes and dialog move it all along. The real centerpiece of the film is its acting. It reminds me of French movies where it's more about the characters and their environment.",0.33014705882352946,0.5191176470588236
"It is now 2014 and I finally got to watch both Episode I and Episode II, during a weekend visit to some friends. Since the 3 prequels were released (I believe Episode III was in 2005) I have heard a lot of bad comments for the movies and Lucas specifically. That all he is after is money and franchising, bad director, bad writer and the like.",-0.5249999999999999,0.7499999999999999
